id,pid,deep,name,pinyin_prefix,pinyin,ext_id,ext_name
620623,6206,2,"天祝","t","tian zhu","620623000000","天祝藏族自治县"
6207,62,1,"张掖","z","zhang ye","620700000000","张掖市"
620702,6207,2,"甘州","g","gan zhou","620702000000","甘州区"
620721,6207,2,"肃南","s","su nan","620721000000","肃南裕固族自治县"
620722,6207,2,"民乐","m","min le","620722000000","民乐县"
620723,6207,2,"临泽","l","lin ze","620723000000","临泽县"
620724,6207,2,"高台","g","gao tai","620724000000","高台县"
620725,6207,2,"山丹","s","shan dan","620725000000","山丹县"
6208,62,1,"平凉","p","ping liang","620800000000","平凉市"
620802,6208,2,"崆峒","k","kong tong","620802000000","崆峒区"
620821,6208,2,"泾川","j","jing chuan","620821000000","泾川县"
620822,6208,2,"灵台","l","ling tai","620822000000","灵台县"
620823,6208,2,"崇信","c","chong xin","620823000000","崇信县"
620825,6208,2,"庄浪","z","zhuang lang","620825000000","庄浪县"
620826,6208,2,"静宁","j","jing ning","620826000000","静宁县"
620881,6208,2,"华亭","h","hua ting","620881000000","华亭市"
6209,62,1,"酒泉","j","jiu quan","620900000000","酒泉市"
620902,6209,2,"肃州","s","su zhou","620902000000","肃州区"
620921,6209,2,"金塔","j","jin ta","620921000000","金塔县"
620922,6209,2,"瓜州","g","gua zhou","620922000000","瓜州县"
620923,6209,2,"肃北","s","su bei","620923000000","肃北蒙古族自治县"
620924,6209,2,"阿克塞","a","a ke sai","620924000000","阿克塞哈萨克族自治县"
620981,6209,2,"玉门","y","yu men","620981000000","玉门市"
620982,6209,2,"敦煌","d","dun huang","620982000000","敦煌市"
6210,62,1,"庆阳","q","qing yang","621000000000","庆阳市"
621002,6210,2,"西峰","x","xi feng","621002000000","西峰区"
621021,6210,2,"庆城","q","qing cheng","621021000000","庆城县"
621022,6210,2,"环县","h","huan xian","621022000000","环县"
621023,6210,2,"华池","h","hua chi","621023000000","华池县"
621024,6210,2,"合水","h","he shui","621024000000","合水县"
621025,6210,2,"正宁","z","zheng ning","621025000000","正宁县"
621026,6210,2,"宁县","n","ning xian","621026000000","宁县"
621027,6210,2,"镇原","z","zhen yuan","621027000000","镇原县"
6211,62,1,"定西","d","ding xi","621100000000","定西市"
621102,6211,2,"安定","a","an ding","621102000000","安定区"
621121,6211,2,"通渭","t","tong wei","621121000000","通渭县"
621122,6211,2,"陇西","l","long xi","621122000000","陇西县"
621123,6211,2,"渭源","w","wei yuan","621123000000","渭源县"
621124,6211,2,"临洮","l","lin tao","621124000000","临洮县"
621125,6211,2,"漳县","z","zhang xian","621125000000","漳县"
621126,6211,2,"岷县","m","min xian","621126000000","岷县"
6212,62,1,"陇南","l","long nan","621200000000","陇南市"
621202,6212,2,"武都","w","wu du","621202000000","武都区"
621221,6212,2,"成县","c","cheng xian","621221000000","成县"
